image,contrast,organ,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Autocorrelation,original_glcm_ClusterTendency,original_glcm_DifferenceEntropy,original_glszm_ZoneEntropy,original_glszm_SmallAreaEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformity,original_gldm_SmallDependenceEmphasis,original_gldm_DependenceNonUniformity
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,spleen,-1.0,63.0,212070692.0,2.5020617397346157,32.0,16.830671621026244,151.0,21.29522886843544,31.246690160126477,34.0,-760.0,911.0,13.44652582135561,43.27857949758347,-1.7652286022488006,212070692.0,0.22369471256650575,896.6797973657077,2.8102752821516046,0.2457174386100237,1616.0560793122654,4.734965947020622,2.012411482650849,5.4073401607169895,0.6144791308673908,1080.829383886256,2756.9956449340334,0.07779020197854705,8468.879141163898
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,kidney_right,-11.0,58.0,169718935.0,2.5765865428389,35.0,5.557072138619251,145.0,22.230456049549872,23.813093917939096,26.0,-169.0,314.0,14.762284467541317,38.04922071651191,-0.8282517364773414,169718935.0,0.20660894229764723,880.6797551892514,3.350321592644993,0.18155742617404022,116.51766762216637,4.872195783867018,2.1277697847894568,5.248110452985642,0.6231271453513182,1354.8447893569844,3267.6944567627493,0.08850870261373155,9824.768932867013
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,kidney_left,-17.0,54.0,147674415.0,2.62301540508778,36.0,5.21978793220098,142.0,23.019526343681676,18.70168844080864,21.0,-182.0,324.0,15.216378424536156,35.887472540130055,-0.8001414749083541,147674415.0,0.2000030051019517,938.157534781513,3.453672912046016,0.20055132214200316,133.49553038370664,5.2327805804550485,2.14531814223068,5.301114212938047,0.6182669302679321,1244.669099756691,3086.8658324643725,0.08773858483825747,9714.171041844726
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,gallbladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,liver,19.0,82.0,3832041090.0,2.4807741965999175,33.0,107.25251930814417,379.0,20.876666784012823,50.08440044099604,52.0,-1004.0,1383.0,13.58903175894185,58.774535003802704,-4.832441132733875,3832041090.0,0.22165531505499236,945.9987973791846,3.288023134264868,0.2498891436987882,2925.3025383874983,5.533133726831791,2.043701172101189,5.364818419423073,0.6207744210795068,10257.026334005477,23895.012760706653,0.07176741397185646,86404.31935884296
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,stomach,-978.0,52.0,39355557599.0,4.330142490551809,937.0,1.7567589256681873,186.0,397.3416531637454,-289.8413179493611,-8.0,-1024.0,1210.0,348.85191782218834,523.6459443476112,-0.7976256981024068,39355557599.0,0.07870351861212531,190197.08544107893,119.2213196625863,0.8823348561463639,1791.0468649370484,1881.1619054162475,3.3244599127675936,7.269617886858571,0.7167114764012256,697.8704569565047,12091.58520293898,0.17456240926806885,12235.660591112412
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,pancreas,-32.0,63.0,33706608.0,2.954302397861859,47.0,4.059986326771161,285.0,29.600367873554774,19.112186633313392,23.0,-162.0,447.0,19.96303615336731,42.813276805633855,-0.552305330647846,33706608.0,0.1565970301558555,1467.7009929292226,4.652501789995375,0.33044659797499853,113.85643660195115,9.31202172510545,2.322702672235224,5.897553629328997,0.5797379050570916,217.77247191011236,673.6011235955057,0.12105379951695394,1822.4580455707217
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,adrenal_gland_right,-87.89999999999998,38.0,5400238.0,3.3098251822547287,67.0,2.765449980068831,119.0,38.93091365921936,-20.475025484199797,-17.0,-170.0,289.0,27.684415291318096,52.463462359747865,-0.21391801059058646,5400238.0,0.1164864328458863,2333.18821419405,8.506677840288184,0.27424042121716746,77.63877472142784,14.744199884574101,2.6742030766300178,5.745516696147455,0.5660054743496823,44.8421052631579,151.1740890688259,0.21941577807998677,300.01325178389396
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,adrenal_gland_left,-77.0,34.0,1962587.0,3.088016953094358,55.25,2.8550219488247257,106.0,34.08544921875,-15.209375,-10.0,-147.0,253.0,23.94438763641597,45.21461553893092,-0.43900460187110557,1962587.0,0.14064887152777777,1813.036370442708,5.85634581572132,0.3349930741643134,65.1267376369518,11.689329008958815,2.455188039333538,5.526375585316629,0.519520233501412,21.34517766497462,52.21827411167513,0.17880449537360218,128.16666666666666
NKI-d23231-00-0158_20070118_kalina99_0360.nii.gz,Non-contrast,small_bowel,-942.0,-806.0,64640666744.0,3.3527321686864844,50.0,27.04611924190736,702.0,62.25261773398246,-876.380061928492,-908.0,-1024.0,1726.0,23.172908647320046,884.225805628789,4.361947803224328,64640666744.0,0.1535117144731435,13813.262394093606,25.980169355878346,0.4607989494633221,81.02388107216527,73.13896256568124,2.8857218244462475,6.549004791097212,0.7233801010462345,614.6078431372549,6221.085278555866,0.15561801606956854,6354.6248488073925
