image,contrast,organ,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Autocorrelation,original_glcm_ClusterTendency,original_glcm_DifferenceEntropy,original_glszm_ZoneEntropy,original_glszm_SmallAreaEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformity,original_gldm_SmallDependenceEmphasis,original_gldm_DependenceNonUniformity
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,spleen,19.0,62.0,366254503.0,2.0062942962840973,21.0,12.715940300744192,112.0,15.769063391663472,39.82659248420913,44.0,-147.0,259.0,8.75706200020152,46.96093561331452,-2.5657714443135764,366254503.0,0.33133674850724265,619.1720047746093,1.4227331422421667,0.3806811042559752,113.47662911399195,3.3055614185517115,1.6090190545137306,5.376563805462329,0.567717224622167,1038.4924165824066,2129.7748086089846,0.046817440977806594,8611.04236589052
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,kidney_right,-6.0,44.0,88287305.0,2.1451615261493684,23.0,8.409563797649573,85.0,17.066112043068397,19.61385878264051,24.0,-149.0,234.0,9.938850652942548,31.77053526976798,-1.867761989705047,88287305.0,0.29613528167638975,624.6634549822071,1.6269433712780048,0.36149144688105456,92.90681898504998,3.5574808762758234,1.700075956933298,5.23387136929689,0.5764901214761787,686.418593212002,1277.8986719134284,0.05319462170530047,4929.680843279828
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,kidney_left,0.0,46.0,92762827.0,2.086977683385795,23.0,9.190121785585154,94.0,16.10396975817117,22.705906125512385,26.0,-136.0,230.0,9.578543586732705,32.727701448807544,-1.88560538621396,92762827.0,0.3054005275653659,555.5442691416984,1.5240089377958213,0.32727026177378876,77.18746744871653,3.0829725964152916,1.665328359952239,5.104042414776896,0.5857509729788941,695.140394703972,1299.6994753934548,0.052938998626660676,4891.742843946654
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,gallbladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,liver,27.0,72.0,3142333122.0,2.0453356510132634,22.0,57.12876842669048,1500.0,15.58458271565141,49.38142745601124,52.0,-340.0,1840.0,9.389969088377429,54.76677576223484,-1.2896366059613882,3142333122.0,0.3123206431022103,560.8743497976126,1.398275358344897,0.40215996272568605,403.35190241297664,3.36292907540119,1.5955559810871534,5.519924825970127,0.552029031224964,6515.825371592084,10968.24616485176,0.041579901322974656,60576.219646944504
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,stomach,-176.0,96.0,15058326391.0,3.7622969464579885,51.0,9.415640515663954,1311.0,157.4401208086742,-40.02588726729964,38.0,-1024.0,2335.0,27.180975569800264,279.3596712120517,-2.439649554377163,15058326391.0,0.12419481648943753,76439.75424817104,27.948857964073508,0.9331223161995005,2728.6701391622923,794.9883652749438,2.448043190025195,7.404028258131597,0.6681979494886737,584.3494326800558,6807.33905709605,0.09166180558032772,12663.436927318711
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,pancreas,-53.0,33.0,44657150.0,2.768322544208142,44.0,50.25458449854062,98.0,26.851645085543844,-6.546229830050923,-2.0,-834.0,932.0,18.48618932944409,37.012636654291235,-3.0975009947905803,44657150.0,0.1745396056178386,1327.0821471147344,3.6483408415792513,0.42091120978691277,1789.6134428813043,8.965356710570493,2.063383553286903,5.893640051470156,0.5379619714109353,253.2513966480447,596.6433891992551,0.07824544459704104,2762.1782317933616
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,adrenal_gland_right,-65.0,24.0,2428371.0,2.7546696309922716,47.0,2.7232342299515127,67.0,27.912171789130873,-15.441176470588236,-9.0,-129.0,196.0,20.23088861795635,37.422515103587045,-0.5658361255761393,2428371.0,0.1713301644696144,1162.0147058823534,3.169443233078489,0.41803912198046195,49.97956667269806,7.764092330176715,2.0762753917894647,5.679864690364803,0.4258950320183884,23.529411764705884,31.776470588235295,0.09822263265988938,176.71856978085353
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,adrenal_gland_left,-38.0,23.0,2904486.0,2.3670024008897257,29.0,4.945816349756407,61.0,19.569927068468633,-6.040332745147467,-2.0,-133.0,194.0,12.444113167126897,27.0584891510946,-1.0431045041558724,2904486.0,0.24187834230333194,695.6762154678036,1.9923208744946534,0.3305572921944584,54.506303498932304,4.032644037010256,1.823765410460084,5.28907380601564,0.5175051611578558,46.16955017301038,75.13840830449827,0.07508795571006058,286.76102848500125
NKI-d23231-00-0324_20080121_kalina99_1516.nii.gz,Non-contrast,small_bowel,-924.0,-723.0,22016086109.0,3.65466396920561,69.0,15.556605775336088,203.0,77.40005538821913,-844.2727694090382,-885.0,-973.0,1176.0,33.589713571801184,853.7498444244809,3.2317288067220815,22016086109.0,0.12433113886209507,16092.287689218305,24.389832423694063,0.5585159094306029,60.94628013304709,89.4009274646459,2.8771528184393116,6.642284303275471,0.7193921968320155,199.5399163846307,2404.627712522397,0.16301705289515336,2276.933189869227
