image,contrast,organ,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Autocorrelation,original_glcm_ClusterTendency,original_glcm_DifferenceEntropy,original_glszm_ZoneEntropy,original_glszm_SmallAreaEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformity,original_gldm_SmallDependenceEmphasis,original_gldm_DependenceNonUniformity
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,spleen,-2.0,56.0,179286857.0,2.3591418057100864,27.0,5.7667348912572916,144.0,18.500678840592002,27.3415509159966,29.0,-168.0,312.0,11.618237093237735,37.39337347003907,-0.5995741354043465,179286857.0,0.2524904928581479,650.7039729777872,2.5097989879420237,0.17967936143463228,120.54177283936181,3.6381256313064805,1.9718434347025986,4.967404651195939,0.6539638322557795,1685.5970439517698,4076.11260210035,0.08546399903206287,8059.189048595784
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,kidney_right,-10.0,47.0,87874025.0,2.3097723492769178,26.0,6.031302135514654,144.0,17.891936551576816,18.8989304342085,20.0,-251.0,395.0,11.30654558391238,31.095738778485416,-0.6406188988963907,87874025.0,0.2587762323194033,609.7753986227491,2.386825771352246,0.2003543901117751,211.0295693193886,3.595870211139465,1.9349036824112213,5.096360209677786,0.632731917995686,1065.4785167745733,2530.4058269570337,0.08025260315145138,5852.586500583199
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,kidney_left,-19.0,47.0,96901147.0,2.500066123854968,31.0,5.259635514391992,161.0,20.561405273054728,14.752741462600294,16.0,-181.0,342.0,12.957314991680532,31.79686179909349,-0.511162059804193,96901147.0,0.22798483640520464,793.3970396083249,3.062300880975425,0.19052778588373798,128.70990012184694,4.526851528950096,2.0887999763202787,5.124759663657309,0.6542807859881471,1235.8617755289788,3449.8764949402025,0.0972579574152287,6674.5653934037955
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,gallbladder,-13.0,37.0,7147847.0,2.1576534687896194,25.0,5.911082040649276,121.0,16.15107332543165,12.006974485742033,13.0,-133.0,254.0,10.357568837979208,25.120609569855574,-0.674045254261096,7147847.0,0.28625188676537167,486.87758885985926,1.6350722647365337,0.2611656263018585,67.2502012945836,2.823807320973301,1.7205472187290742,5.074887596202952,0.6042278436933216,125.18523153942428,273.44806007509385,0.07198151731230397,631.0165975103735
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,liver,25.0,74.0,2777766143.0,2.123028853931947,22.0,7.586799861965688,261.0,15.543858521494004,50.13892274494544,51.0,-347.0,608.0,9.899064547500279,54.567875275161754,-0.8167623751921539,2777766143.0,0.2938823743716093,463.7414380220024,1.7337021142992568,0.22816039993877257,444.51735091956004,2.78365225826114,1.7556000992273038,4.992767596861434,0.6246354505019328,9209.433784272009,18128.37405162378,0.0590814556976662,51861.671899973306
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,stomach,-953.0,50.0,20742618452.0,3.774201630783552,88.0,3.8580525601924935,168.0,276.8346878878747,-157.80573415707892,15.0,-1062.0,1230.0,163.48878450341263,391.75606701216765,-1.6302217000454753,20742618452.0,0.13201090902032428,128570.16630798731,52.798477084021826,0.9249272087211432,2422.515538150038,1328.8187112648166,2.8273087323385684,7.13309488009488,0.6945338321180379,711.5935992530733,8597.090564863323,0.13866792633549824,8863.006999371093
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,pancreas,-8.0,56.0,76809689.0,2.489506061171816,31.0,5.243586052086002,143.0,20.705519859893993,25.40111410268313,28.0,-162.0,305.0,13.251772106583195,37.765478196656694,-0.7128071162364465,76809689.0,0.22586117774769093,781.0147457646244,2.6452191244482393,0.283863408829823,118.63469433090712,4.783214807009991,1.992908005264429,5.259218231514597,0.6347647841348855,591.5315043013253,1611.4673331783306,0.08739147695749633,3716.409971219014
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,adrenal_gland_right,-35.0,42.0,1928923.0,2.685811889292613,38.0,3.6662557032208625,114.0,24.274395483427465,6.728987068965517,10.0,-113.0,227.0,16.21436325425445,32.23802738200274,-0.3364205059878765,1928923.0,0.19192820581896555,994.0111425084534,3.3289615353746433,0.2880438477690779,50.18006013853585,6.059987063256963,2.122434562824701,5.172368076615831,0.6223691494535739,33.982817869415804,104.8213058419244,0.15013946855828064,174.39547413793105
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,adrenal_gland_left,-52.0,38.0,2894515.0,2.8283771995438873,43.0,3.7936080481328966,109.0,27.01470647304541,-2.1811563169164883,2.0,-151.0,260.0,18.114744211244712,35.20825166080682,-0.5955503217089754,2894515.0,0.17295819596586715,1234.8635421318816,3.7429321662728956,0.3182471505308301,75.62873490380963,7.326487743792283,2.1920621589737337,5.347460159792282,0.6034582636676965,41.686217008797655,115.95601173020528,0.1422528043578818,221.417130620985
NKI-d23231-00-0087_20150616_kalina01_0010.nii.gz,Non-contrast,small_bowel,-917.0,-760.0,78248603140.0,3.418868893123856,54.0,18.932203901156125,378.0,66.35731282918059,-848.492346053976,-883.0,-992.0,1370.0,25.38158904579109,856.4517474413938,3.6414644326183114,78248603140.0,0.14709065573277483,13570.33438323681,21.065931544445924,0.5550369224633258,72.11808610489071,76.93019636218838,2.730473915681407,6.637592193856213,0.7282671591415933,600.374227229015,7144.777579337821,0.1361829748633234,6543.724092353553
