image,contrast,organ,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Autocorrelation,original_glcm_ClusterTendency,original_glcm_DifferenceEntropy,original_glszm_ZoneEntropy,original_glszm_SmallAreaEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformity,original_gldm_SmallDependenceEmphasis,original_gldm_DependenceNonUniformity
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,spleen,73.0,129.0,1411073027.0,2.345055238207578,28.0,10.907588452499393,200.0,19.19455085516127,101.11933505311313,104.0,-123.0,323.0,11.813581237069691,104.8679553063194,-1.9092244086337735,1411073027.0,0.25128333062584657,772.1681285444486,2.1178399997693265,0.33139115740326375,161.46782084270347,4.317435343934641,1.807917103083523,5.5790623251027185,0.6075706695020512,789.747481010696,2234.026507518214,0.057493654371953626,8059.752032171832
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,kidney_right,35.0,174.0,2051722184.0,3.3683611432133245,96.0,2.389070642159616,246.0,48.37502624724681,108.64612114771519,120.0,-126.0,372.0,38.32604431514827,122.20473609979652,-0.4378505339078684,2051722184.0,0.11022893352890768,3130.017884776903,6.5333607253650365,0.5736307050431899,172.40574539709044,24.124352339655772,2.4637452589035433,5.972510871727792,0.6236941104852145,1069.8174322732627,4300.504963822985,0.10016450192318861,11505.342655001237
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,kidney_left,29.0,175.0,1875892620.0,3.462463489705632,101.0,2.4872159274873518,246.0,51.343405222126,104.46758352734393,114.0,-139.0,385.0,40.532373293805065,120.25520012137193,-0.4444936593049725,1875892620.0,0.10345931785124617,3547.8371481886275,6.407335465297725,0.6252872437566448,168.78985831952724,27.864372319081156,2.459545832837856,5.964702947496438,0.6510895743759644,921.1126244106862,4496.306966998429,0.10206420595741453,10496.24150850306
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,gallbladder,15.0,92.0,6779767.0,2.6716792237327716,44.0,3.111405786639367,134.0,25.051081213876163,50.10491299897646,49.0,-64.0,198.0,18.2072755407934,58.90404302375622,-0.09842169738879814,6779767.0,0.1814931762157043,959.1839779095241,3.401324321398763,0.27779348669559734,49.5129888201573,6.008308782727303,2.0885264473716414,5.214034361656886,0.5719974103177295,22.650793650793652,58.957671957671955,0.10262655958862492,169.71750255885362
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,liver,57.0,111.0,9182281507.0,2.2733999402105667,28.0,8.695042792645607,284.0,17.584360983460307,83.29850991832545,84.0,-453.0,737.0,11.565664542859635,86.69557372103776,-0.7199998843293012,9182281507.0,0.2578400322608575,577.4807482065286,1.9242988935848262,0.3048106631015456,769.2955071923794,3.6398197599850612,1.7898790170134335,5.5168558236929695,0.5897089597489519,7598.7968772679205,15753.440790428598,0.04923164058500069,79966.6815462012
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,stomach,-982.0,54.0,116625447986.0,4.285274350455239,257.0,3.0152180366555315,376.0,315.38068263523513,-207.30216017818904,-3.0,-1024.0,1400.0,223.29028224622303,439.3085408298174,-1.3361167766413997,116625447986.0,0.09241209723800792,150017.8084314798,40.297612147894775,0.9475927401766502,2102.7220794067343,1492.056921878549,2.8144003147472394,7.60041730309762,0.6884473134087558,1761.7331827375167,33357.88552966825,0.12539421634626005,37773.3308246539
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,pancreas,39.0,128.0,321209756.0,2.881387385065267,41.0,5.787268592013606,338.0,28.517865626771794,88.4102787963448,95.0,-138.0,476.0,17.63759148699187,96.6841196168703,-1.1682799860237412,321209756.0,0.17590788057056525,1531.4415892418701,4.407322014820581,0.34799393107020377,146.67137534604356,9.233683380019473,2.2717900661147175,5.815255155396627,0.6047842301939251,349.34006438396256,1168.7301726660814,0.10585642451729185,2798.6918107211454
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,adrenal_gland_right,-18.0,94.0,8405058.0,3.0580666340537035,53.0,3.4711999642619014,156.0,34.26037310002876,46.977517106549364,57.0,-112.0,268.0,23.11227011169825,64.09402459098504,-0.8602089695848631,8405058.0,0.14800019875225628,1901.1568747736567,5.650970116398871,0.3752097992071995,83.65503192047058,12.456882445068171,2.431423380094634,5.619600415090002,0.5734244429699027,34.067055393586,105.77551020408163,0.15619566695632667,222.58064516129033
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,adrenal_gland_left,-6.0,98.0,11605236.0,3.0760836266239155,47.0,4.078923603196021,196.0,32.32976320397959,52.24311565696302,59.0,-123.0,319.0,20.76101500836777,67.5677123438175,-0.6971560935432465,11605236.0,0.14988879197692767,1836.052617830054,5.3334564186757,0.33285810575868374,109.18324310062532,10.774844242385807,2.396987347965631,5.523084261927047,0.6080338673541013,44.52668213457076,148.54060324825986,0.161373332023162,249.75216365066876
NKI-d23231-00-0510_20190509_kalina99_3510.nii.gz,Arterial,small_bowel,-918.0,-543.0,23119673049.0,4.419645272067431,128.0,7.791671458933713,186.0,123.26446121896501,-783.9349382094726,-846.0,-1016.0,1202.0,63.05937839906006,803.9992765472336,2.188907161144596,23119673049.0,0.06969457562808558,31860.849342985337,67.40200338535647,0.4499609986321556,160.22570352857798,184.16025531287508,3.644594192203525,6.787838874386071,0.7535143205711039,309.41800320769846,5255.415597433841,0.26705065486787594,4238.596935637197
